Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Continent
Guatemala,22.89971,23.06741,23.20926,23.3296,23.44,23.54743,23.67025,23.783839999999998,23.90705,24.031589999999998,24.16488,24.302629999999997,24.43747,24.58809,24.74387,24.90045,25.05412,25.202920000000002,25.35308,25.502370000000003,25.65081,25.7983,25.94954,26.095779999999998,26.23879,26.39038,26.542440000000003,26.69132,26.84324,North America
Guinea,20.44329,20.516189999999998,20.58161,20.63402,20.68589,20.732210000000002,20.78547,20.83604,20.89736,20.95652,21.014429999999997,21.07575,21.14527,21.22004,21.29019,21.367829999999998,21.44557,21.51949,21.60001,21.68763,21.775570000000002,21.86325,21.94696,22.03484,22.11969,22.2031,22.28621,22.368660000000002,22.45206,Africa
Guinea-Bissau,20.40513,20.49294,20.59179,20.675,20.766939999999998,20.896279999999997,21.01211,21.12281,21.226679999999998,21.34037,21.45044,21.56185,21.64465,21.71603,21.81184,21.91092,22.009610000000002,22.10954,22.15294,22.21341,22.31093,22.380760000000002,22.44935,22.52072,22.590529999999998,22.66677,22.74922,22.83426,22.92809,Africa
Guyana,23.65107,23.74806,23.82198,23.891,23.95368,24.01087,24.07125,24.13336,24.18794,24.2377,24.291629999999998,24.35736,24.44279,24.5558,24.69073,24.83792,25.00096,25.18308,25.34085,25.49595,25.65099,25.79045,25.90456,26.01162,26.1049,26.19419,26.28613,26.380209999999998,26.470190000000002,South America
Haiti,20.78064,20.89256,20.98885,21.08064,21.16507,21.24377,21.314410000000002,21.37058,21.42735,21.479029999999998,21.54279,21.60869,21.66347,21.73619,21.79867,21.88019,21.97794,22.087310000000002,22.20486,22.32548,22.44865,22.56373,22.67272,22.77451,22.871170000000003,22.96552,23.06579,23.16703,23.27785,North America
Honduras,23.04351,23.183510000000002,23.306910000000002,23.42898,23.54844,23.67424,23.8001,23.93356,24.06576,24.20283,24.33792,24.46561,24.605829999999997,24.7448,24.87762,25.01803,25.1578,25.30661,25.447370000000003,25.58086,25.710060000000002,25.84835,25.97615,26.101370000000003,26.22448,26.34798,26.47162,26.598440000000004,26.73191,North America
"Hong Kong, China",21.66421,21.76611,21.84656,21.9341,22.029320000000002,22.10794,22.197329999999997,22.291729999999998,22.38121,22.47895,22.58615,22.67649,22.77609,22.86113,22.95157,23.05497,23.13648,23.20215,23.23912,23.2796,23.31886,23.36446,23.403579999999998,23.43725,23.47954,23.531370000000003,23.59309,23.65279,23.71046,Asia
Hungary,25.135070000000002,25.17321,25.21421,25.25135,25.27869,25.306729999999998,25.338079999999998,25.38074,25.41349,25.45073,25.48366,25.477829999999997,25.473589999999998,25.46568,25.44904,25.42944,25.41035,25.41105,25.425729999999998,25.442320000000002,25.484170000000002,25.53785,25.595660000000002,25.66159,25.73092,25.791629999999998,25.86668,25.9238,25.97839,Europe
Iceland,24.09761,24.29881,24.45495,24.560879999999997,24.62177,24.682560000000002,24.77409,24.81791,24.82863,24.85057,24.85192,24.87515,24.9051,24.951929999999997,25.0244,25.05366,25.09346,25.14811,25.22789,25.30568,25.38278,25.445729999999998,25.50528,25.584329999999998,25.67006,25.771160000000002,25.86215,25.95056,26.02599,Europe
India,20.48016,20.48859,20.49665,20.51533,20.52994,20.54383,20.550279999999997,20.56082,20.58607,20.61284,20.62835,20.64419,20.67087,20.682679999999998,20.70061,20.72626,20.76592,20.80153,20.84703,20.90196,20.9538,20.99987,21.03814,21.09123,21.13004,21.171,21.21871,21.26588,21.31478,Asia
Indonesia,20.08369,20.19454,20.284679999999998,20.37726,20.47609,20.56844,20.66597,20.76708,20.87595,20.995160000000002,21.0856,21.182129999999997,21.29008,21.40118,21.51758,21.65178,21.78945,21.91282,22.012320000000003,22.110429999999997,22.21378,22.308529999999998,22.40431,22.49796,22.59065,22.68538,22.78184,22.8804,22.986929999999997,Asia
Iran,23.38494,23.45734,23.53943,23.63607,23.72762,23.81573,23.89237,23.96741,24.02805,24.11676,24.233970000000003,24.35892,24.50362,24.65179,24.79801,24.9448,25.10716,25.27364,25.44013,25.611320000000003,25.7761,25.9515,26.131079999999997,26.29888,26.48876,26.68205,26.86079,27.048759999999998,27.236079999999998,Asia
Iraq,26.246879999999997,26.36065,26.463620000000002,26.562590000000004,26.647059999999996,26.720240000000004,26.797690000000003,26.881459999999997,26.951629999999998,27.030240000000003,27.089909999999996,27.038529999999998,27.02735,27.05027,27.087,27.114440000000002,27.18846,27.25372,27.358859999999996,27.50665,27.6393,27.79699,27.933609999999998,28.006809999999998,28.079559999999997,28.149379999999997,28.228790000000004,28.31717,28.411170000000002,Asia
Ireland,24.64401,24.70269,24.76923,24.81401,24.86197,24.9116,24.966279999999998,25.00902,25.053639999999998,25.109360000000002,25.184620000000002,25.249489999999998,25.32398,25.38683,25.456210000000002,25.52618,25.605970000000003,25.71555,25.81624,25.91734,26.019920000000003,26.112479999999998,26.19135,26.26714,26.33215,26.38735,26.46677,26.55051,26.62176,Europe
Israel,24.37255,24.451829999999998,24.536939999999998,24.630670000000002,24.72481,24.82734,24.94517,25.069779999999998,25.18365,25.29896,25.41266,25.52754,25.649720000000002,25.75496,25.85804,25.973470000000002,26.08817,26.1943,26.3075,26.415909999999997,26.519679999999997,26.62367,26.727520000000002,26.821379999999998,26.926309999999997,27.02522,27.115,27.20526,27.301920000000003,Asia
Italy,25.20628,25.177960000000002,25.13606,25.08761,25.04221,25.003629999999998,24.97043,24.944470000000003,24.921670000000002,24.902260000000002,24.88329,24.879360000000002,24.86551,24.836270000000003,24.81607,24.79927,24.784129999999998,24.7704,24.76559,24.7621,24.76417,24.76624,24.76686,24.76955,24.77988,24.78507,24.78846,24.78988,24.79289,Europe
Jamaica,24.70224,24.758860000000002,24.80472,24.86046,24.93347,24.986639999999998,25.05218,25.136,25.220879999999998,25.31608,25.40459,25.49028,25.58586,25.70029,25.82132,25.93828,26.059929999999998,26.16098,26.262520000000002,26.363059999999997,26.454290000000004,26.55815,26.648159999999997,26.747870000000002,26.831940000000003,26.93054,27.03315,27.1298,27.22601,North America
Japan,21.30785,21.32747,21.35073,21.37698,21.40332,21.43187,21.45969,21.49644,21.54149,21.59401,21.64526,21.6902,21.73106,21.76744,21.80507,21.83871,21.8704,21.89343,21.90258,21.90718,21.91883,21.927870000000002,21.92321,21.91846,21.90982,21.89999,21.888379999999998,21.881339999999998,21.87088,Asia
Jordan,27.536179999999998,27.66532,27.794909999999998,27.924290000000003,28.05407,28.183670000000003,28.30544,28.41393,28.50283,28.54372,28.591390000000004,28.633329999999997,28.682409999999997,28.731859999999998,28.78722,28.848129999999998,28.90162,28.950809999999997,28.994359999999997,29.019940000000002,29.05078,29.07225,29.109140000000004,29.1285,29.154459999999997,29.16865,29.18836,29.20494,29.218009999999996,Asia
Kazakhstan,25.33247,25.36906,25.41424,25.45651,25.494979999999998,25.53796,25.58147,25.61629,25.65427,25.68334,25.70722,25.7183,25.72335,25.73631,25.74842,25.733520000000002,25.72117,25.72692,25.699820000000003,25.667479999999998,25.67814,25.73111,25.82716,25.93915,26.06343,26.19882,26.349729999999997,26.50722,26.65065,Asia
Kenya,20.76415,20.87109,20.977829999999997,21.06693,21.13585,21.23479,21.32499,21.41695,21.50289,21.58595,21.67362,21.766379999999998,21.85332,21.92274,21.99634,22.06846,22.14283,22.21973,22.29126,22.380229999999997,22.46548,22.5562,22.62218,22.698539999999998,22.76959,22.84052,22.91335,22.98678,23.06181,Africa
Kiribati,25.92601,26.0233,26.126179999999998,26.2379,26.36935,26.501490000000004,26.64895,26.795040000000004,26.966520000000003,27.132859999999997,27.31808,27.50511,27.6998,27.9097,28.126520000000003,28.34052,28.56792,28.80795,29.07253,29.33338,29.58238,29.81825,30.053590000000003,30.27915,30.491979999999998,30.70395,30.906679999999998,31.109790000000004,31.30769,Oceania
"Korea, Dem. Rep.",21.88833,21.91753,21.92661,21.93185,21.94174,21.95025,21.9683,21.98722,21.99191,22.008960000000002,22.02563,22.03079,22.00946,21.9813,21.923779999999997,21.84261,21.74137,21.64485,21.55317,21.47626,21.4123,21.35739,21.31523,21.28272,21.26556,21.25917,21.25542,21.24866,21.24984,Asia
"Korea, Rep.",21.32769,21.49062,21.60369,21.69536,21.80401,21.89295,22.04149,22.14453,22.26618,22.38305,22.479039999999998,22.54761,22.67086,22.809639999999998,22.967029999999998,23.08259,23.1327,23.21162,23.18315,23.17717,23.133029999999998,23.093770000000003,23.081670000000003,23.0595,23.08677,23.14914,23.21704,23.27995,23.33227,Asia
Kuwait,28.07072,28.12616,28.17882,28.240540000000003,28.31658,28.379920000000002,28.449340000000003,28.51585,28.59654,28.6966,28.69217,28.73187,28.85391,29.026220000000002,29.195420000000002,29.379009999999997,29.55505,29.7095,29.86438,30.000809999999998,30.14044,30.25933,30.34041,30.452790000000004,30.5736,30.71712,30.86545,31.01442,31.161859999999997,Asia
Kyrgyzstan,25.19762,25.24018,25.27569,25.31332,25.34923,25.387620000000002,25.42008,25.44481,25.48016,25.50629,25.5253,25.51724,25.4913,25.42513,25.33986,25.25526,25.20284,25.18396,25.17476,25.18647,25.19772,25.22581,25.25225,25.312479999999997,25.39055,25.45956,25.52686,25.60405,25.68361,Asia
Laos,19.6461,19.72169,19.7981,19.870160000000002,19.93975,20.00641,20.073710000000002,20.13806,20.19163,20.25457,20.32477,20.39234,20.46209,20.53894,20.62677,20.7114,20.80003,20.88877,20.975170000000002,21.0671,21.17882,21.284779999999998,21.40257,21.51067,21.61504,21.72281,21.82771,21.93001,22.0302,Asia
Latvia,25.56026,25.54109,25.51659,25.48766,25.46165,25.44047,25.41584,25.38413,25.366789999999998,25.37161,25.3714,25.357789999999998,25.303420000000003,25.22458,25.16868,25.09488,25.06418,25.042270000000002,25.0255,25.0277,25.04125,25.090139999999998,25.15152,25.21715,25.29259,25.377589999999998,25.46816,25.54595,25.615129999999997,Europe
Lebanon,24.261,24.35851,24.42574,24.50636,24.61598,24.746560000000002,24.86811,24.97949,25.07866,25.15038,25.24894,25.41367,25.560229999999997,25.69812,25.83717,25.99505,26.156229999999997,26.35192,26.528370000000002,26.69463,26.84515,26.995620000000002,27.12636,27.239259999999998,27.35773,27.45512,27.53097,27.61608,27.70471,Asia
Lesotho,25.163629999999998,25.237470000000002,25.29474,25.34279,25.38587,25.427,25.47321,25.511029999999998,25.542839999999998,25.57714,25.61228,25.66289,25.71527,25.77358,25.83274,25.88601,25.9484,26.0147,26.079520000000002,26.13961,26.200029999999998,26.26148,26.32388,26.393420000000003,26.465490000000003,26.540570000000002,26.619259999999997,26.698109999999996,26.780520000000003,Africa
Liberia,21.39746,21.47416,21.557470000000002,21.62783,21.699370000000002,21.77006,21.84005,21.90655,21.97577,22.0181,22.000220000000002,22.02212,22.03126,22.02872,22.04506,22.07112,22.11328,22.19689,22.27854,22.36807,22.47748,22.58362,22.696920000000002,22.76071,22.83306,22.91454,23.00681,23.10815,23.21679,Africa
Libya,26.7653,26.878220000000002,26.974520000000002,27.053179999999998,27.11086,27.168490000000002,27.22474,27.282629999999997,27.35013,27.42115,27.482190000000003,27.55504,27.62927,27.701190000000004,27.778959999999998,27.85135,27.93468,28.022909999999996,28.11017,28.19779,28.29678,28.401220000000002,28.51032,28.62657,28.73863,28.853070000000002,28.960729999999998,29.08073,29.19874,Africa
Lithuania,27.034909999999996,26.963420000000003,26.890659999999997,26.82295,26.75682,26.68542,26.60809,26.53758,26.46755,26.40574,26.34338,26.28179,26.1813,26.044179999999997,25.8978,25.766370000000002,25.69312,25.646739999999998,25.636210000000002,25.64072,25.66177,25.70216,25.74912,25.80584,25.86497,25.91991,25.95786,25.99051,26.01424,Europe
Luxembourg,24.24222,24.27998,24.32799,24.36895,24.421879999999998,24.47796,24.540429999999997,24.600189999999998,24.67907,24.76107,24.84494,24.93509,25.03095,25.11935,25.208389999999998,25.2831,25.3558,25.43275,25.50031,25.56788,25.639789999999998,25.699679999999997,25.76499,25.82982,25.89046,25.94614,25.99803,26.04757,26.09326,Europe
"Macao, China",23.747410000000002,23.80527,23.86797,23.92662,23.97568,24.020570000000003,24.06336,24.11635,24.160999999999998,24.206889999999998,24.25696,24.29624,24.34596,24.39088,24.42954,24.4719,24.50354,24.52756,24.5461,24.54499,24.55284,24.54264,24.55762,24.58209,24.6368,24.69043,24.74561,24.81715,24.895039999999998,Asia
"Macedonia, FYR",25.357960000000002,25.35949,25.356460000000002,25.35509,25.350379999999998,25.34241,25.337120000000002,25.32528,25.30345,25.28485,25.26086,25.226860000000002,25.18487,25.12697,25.09374,25.06356,25.04531,25.038,25.07411,25.09551,25.1243,25.14507,25.16624,25.181060000000002,25.21102,25.24255,25.280279999999998,25.33213,25.37646,Europe
Madagascar,20.325960000000002,20.33866,20.337220000000002,20.35215,20.36591,20.385920000000002,20.407429999999998,20.424870000000002,20.44071,20.46247,20.48914,20.49612,20.50304,20.5121,20.51572,20.52204,20.531489999999998,20.550079999999998,20.57077,20.59504,20.62256,20.65229,20.657510000000002,20.67173,20.68364,20.69584,20.70741,20.72133,20.73501,Africa
Malawi,20.65521,20.720010000000002,20.78581,20.83728,20.890220000000003,20.94965,21.01018,21.07015,21.11109,21.154339999999998,21.19305,21.243479999999998,21.27565,21.33235,21.39961,21.49245,21.58761,21.69312,21.80685,21.92383,22.04351,22.15064,22.25219,22.35614,22.45903,22.560779999999998,22.67308,22.79075,22.91455,Africa
Malaysia,22.12225,22.25413,22.40309,22.546879999999998,22.69314,22.814629999999998,22.922620000000002,23.013920000000002,23.10735,23.22503,23.33146,23.4424,23.57312,23.71035,23.85272,24.008760000000002,24.16197,24.303420000000003,24.43246,24.56597,24.67875,24.77534,24.86649,24.95325,25.043210000000002,25.13335,25.23541,25.34016,25.448320000000002,Asia
Maldives,21.71378,21.89227,22.051470000000002,22.25887,22.50962,22.76455,22.972820000000002,23.156470000000002,23.362679999999997,23.509120000000003,23.61259,23.71109,23.86467,24.05013,24.25163,24.40311,24.55544,24.709529999999997,24.8823,25.0735,25.24335,25.40158,25.55654,25.69591,25.82206,25.94846,26.10135,26.25828,26.4132,Asia
Mali,19.08109,19.17243,19.2677,19.356479999999998,19.44987,19.56523,19.695429999999998,19.81954,19.94828,20.08925,20.22371,20.346529999999998,20.462329999999998,20.580470000000002,20.69629,20.82255,20.959220000000002,21.09652,21.24946,21.40307,21.570420000000002,21.75881,21.94506,22.13176,22.31666,22.50307,22.69495,22.8879,23.07655,Africa
Malta,25.87284,25.93026,25.96428,25.98902,25.99225,26.00177,25.99935,26.01165,26.03744,26.09319,26.12627,26.186239999999998,26.25112,26.312179999999998,26.37485,26.451390000000004,26.51973,26.58428,26.66763,26.744429999999998,26.79928,26.846290000000003,26.881859999999996,26.91781,26.95195,26.97226,27.002229999999997,27.02655,27.04993,Europe
Marshall Islands,25.41262,25.61479,25.8105,26.02769,26.23508,26.42591,26.64782,26.882890000000003,27.132990000000003,27.393959999999996,27.63952,27.88973,28.12436,28.34575,28.568859999999997,28.7904,28.979390000000002,29.174690000000002,29.34631,29.5393,29.734440000000003,29.932859999999998,30.14378,30.348509999999997,30.55889,30.771,30.980420000000002,31.1855,31.392870000000002,Oceania
Mauritania,22.46584,22.58971,22.70641,22.859289999999998,22.996979999999997,23.13182,23.27129,23.41665,23.563129999999997,23.70736,23.84604,23.98151,24.10785,24.237560000000002,24.34791,24.47052,24.5976,24.72215,24.848879999999998,24.99963,25.1528,25.294539999999998,25.436529999999998,25.57401,25.71169,25.847929999999998,25.9912,26.13082,26.26476,Africa
Mauritius,23.1809,23.288529999999998,23.38832,23.47564,23.57018,23.66504,23.778229999999997,23.888560000000002,24.002979999999997,24.13279,24.26225,24.39242,24.50947,24.62566,24.7382,24.85117,24.96115,25.06106,25.16366,25.26144,25.371979999999997,25.47852,25.57969,25.67148,25.76525,25.85442,25.93586,26.0189,26.09824,Africa
Mexico,24.5558,24.74217,24.93398,25.106479999999998,25.28986,25.45777,25.61255,25.76044,25.917360000000002,26.08465,26.238359999999997,26.39312,26.5543,26.71187,26.86437,26.98975,27.12237,27.258409999999998,27.39971,27.54598,27.69228,27.838240000000003,27.974809999999998,28.10605,28.23603,28.3666,28.492820000000002,28.6183,28.737509999999997,North America
"Micronesia, Fed. Sts.",25.797079999999998,25.99305,26.190279999999998,26.384359999999997,26.58217,26.801409999999997,27.021890000000003,27.23215,27.4464,27.64955,27.862790000000004,28.071009999999998,28.284059999999997,28.4963,28.7205,28.93357,29.133640000000003,29.3191,29.50585,29.68657,29.86508,30.04526,30.2401,30.41645,30.589779999999998,30.765959999999996,30.94673,31.11035,31.28402,Oceania
Moldova,26.94728,26.9492,26.95458,26.962670000000003,26.97467,26.973090000000003,26.97522,26.977159999999998,26.985979999999998,26.99557,27.01067,27.003390000000003,26.95322,26.91358,26.801370000000002,26.690170000000002,26.582359999999998,26.50634,26.45275,26.406809999999997,26.374990000000004,26.39955,26.455029999999997,26.531509999999997,26.629490000000004,26.74792,26.87398,26.963720000000002,27.05617,Europe
Mongolia,24.378970000000002,24.45366,24.53027,24.60726,24.67765,24.73713,24.80272,24.857689999999998,24.91199,24.959,24.994229999999998,25.0021,24.97255,24.93691,24.91049,24.91348,24.932270000000003,24.9603,24.99614,25.034760000000002,25.08182,25.14161,25.20751,25.28025,25.35722,25.43904,25.5256,25.61957,25.71375,Asia
Montenegro,25.97845,25.98315,25.97993,25.97328,25.968870000000003,25.95966,25.946089999999998,25.92096,25.89781,25.86329,25.83357,25.78189,25.70259,25.5708,25.44965,25.370739999999998,25.3582,25.36535,25.37268,25.369970000000002,25.37174,25.37664,25.39524,25.43526,25.477220000000003,25.51935,25.57007,25.6336,25.70186,Europe
Morocco,23.63014,23.72576,23.82666,23.91207,24.00485,24.09159,24.19255,24.2791,24.37327,24.4631,24.56496,24.66862,24.75536,24.83756,24.9286,25.00936,25.0997,25.19117,25.28935,25.3844,25.467129999999997,25.563860000000002,25.65263,25.75005,25.850920000000002,25.94353,26.03668,26.131529999999998,26.223090000000003,Africa
Mozambique,20.57566,20.63127,20.677210000000002,20.70524,20.74128,20.77562,20.81005,20.86262,20.93701,21.02032,21.11337,21.20576,21.28749,21.374670000000002,21.465239999999998,21.5569,21.66066,21.77595,21.89939,22.03536,22.16763,22.3062,22.44782,22.59521,22.74372,22.89491,23.04035,23.18072,23.317339999999998,Africa
Myanmar,19.68336,19.78947,19.8928,19.99458,20.09005,20.18219,20.26389,20.33532,20.37915,20.43037,20.46869,20.505020000000002,20.55591,20.62094,20.69657,20.78351,20.87477,20.97523,21.07636,21.187089999999998,21.31119,21.445610000000002,21.5815,21.72812,21.876839999999998,22.030839999999998,22.185229999999997,22.33559,22.47733,Asia
Namibia,23.01509,23.06663,23.113570000000003,23.150679999999998,23.182,23.20383,23.226760000000002,23.2566,23.28104,23.30411,23.32627,23.36231,23.411920000000002,23.46218,23.523239999999998,23.59629,23.68042,23.79157,23.90315,24.020329999999998,24.14935,24.27273,24.39392,24.51673,24.64467,24.77477,24.90001,25.02518,25.14988,Africa
Nauru,28.279609999999998,28.571759999999998,28.85305,29.14102,29.42018,29.708759999999998,29.99065,30.26874,30.523970000000002,30.78398,31.027359999999998,31.26445,31.504690000000004,31.71394,31.92462,32.12212,32.319140000000004,32.51595,32.725640000000006,32.94598,33.162440000000004,33.3814,33.61334,33.83865,34.076190000000004,34.31589,34.548429999999996,34.7854,35.022940000000006,Oceania
Nepal,18.67922,18.7062,18.73518,18.76983,18.814320000000002,18.8714,18.92608,18.98501,19.063760000000002,19.14384,19.21536,19.29066,19.364060000000002,19.43255,19.5024,19.57614,19.64958,19.73039,19.81407,19.901239999999998,19.98358,20.07634,20.16195,20.2522,20.34916,20.44429,20.53734,20.63135,20.72814,Asia
Netherlands,24.01055,24.02468,24.0424,24.05584,24.07384,24.09976,24.126839999999998,24.15393,24.19634,24.23989,24.30339,24.36948,24.43897,24.509120000000003,24.57449,24.644070000000003,24.72222,24.78646,24.85621,24.921860000000002,24.9958,25.05742,25.11372,25.16538,25.2287,25.287779999999998,25.34442,25.41349,25.47269,Europe
Netherlands Antilles,26.529709999999998,26.69459,26.82757,26.94655,27.048479999999998,27.13317,27.21448,27.28865,27.35527,27.44158,27.53152,27.61435,27.71878,27.844,27.967190000000002,28.10681,28.23234,28.3469,28.46862,28.60105,28.73027,28.84041,28.96402,29.08819,29.19132,29.28223,29.36003,29.466859999999997,29.57153,North America
New Zealand,24.16873,24.26687,24.37293,24.46889,24.56961,24.66795,24.78283,24.90259,25.01676,25.131529999999998,25.25988,25.38032,25.49846,25.621229999999997,25.75747,25.89278,26.018729999999998,26.143639999999998,26.262259999999998,26.384120000000003,26.49639,26.60665,26.72162,26.82615,26.943929999999998,27.04818,27.15482,27.26653,27.36642,Oceania
Nicaragua,24.392979999999998,24.49331,24.6017,24.717029999999998,24.82252,24.93161,25.03886,25.15379,25.23323,25.321089999999998,25.38449,25.45867,25.53986,25.62396,25.73862,25.85981,25.9864,26.1071,26.243029999999997,26.37244,26.510479999999998,26.65338,26.78785,26.92288,27.0653,27.19606,27.32139,27.445940000000004,27.57259,North America
Niger,19.9383,20.026239999999998,20.11358,20.199370000000002,20.258879999999998,20.33168,20.39645,20.45084,20.50339,20.55728,20.627779999999998,20.687260000000002,20.7415,20.78827,20.83253,20.88375,20.94504,21.039579999999997,21.12033,21.1895,21.267529999999997,21.371010000000002,21.47314,21.58491,21.704710000000002,21.78714,21.85886,21.899810000000002,21.95958,Africa
Nigeria,21.968239999999998,22.01432,22.05272,22.063860000000002,22.06904,22.09235,22.13109,22.16459,22.211579999999998,22.27175,22.343629999999997,22.43096,22.519779999999997,22.61174,22.69068,22.76451,22.838160000000002,22.91135,22.981720000000003,23.05407,23.11974,23.18497,23.24367,23.310470000000002,23.38157,23.45683,23.53181,23.60291,23.674020000000002,Africa
Norway,23.69724,23.78998,23.859460000000002,23.92248,23.99738,24.06375,24.135360000000002,24.22276,24.285729999999997,24.341260000000002,24.39726,24.45275,24.5178,24.5784,24.66003,24.725,24.807370000000002,24.88982,24.989829999999998,25.07753,25.16566,25.24481,25.32467,25.3964,25.4734,25.55161,25.61801,25.67953,25.73772,Europe
Oman,24.9499,25.014470000000003,25.08943,25.17595,25.27262,25.36826,25.45459,25.53356,25.6102,25.68978,25.75711,25.822789999999998,25.87791,25.94404,26.000729999999997,26.068939999999998,26.12226,26.170820000000003,26.23057,26.26647,26.311320000000002,26.368440000000003,26.41259,26.447909999999997,26.4873,26.528090000000002,26.57078,26.61815,26.66535,Asia
Pakistan,21.77512,21.84054,21.90883,21.975720000000003,22.03765,22.09581,22.150170000000003,22.20855,22.26827,22.33224,22.39271,22.447570000000002,22.508210000000002,22.5722,22.6367,22.699370000000002,22.75825,22.81711,22.8656,22.92093,22.97781,23.02851,23.07639,23.12278,23.17841,23.23714,23.30708,23.37641,23.44986,Asia
Palau,26.2964,26.41021,26.53159,26.664620000000003,26.812690000000003,26.965659999999996,27.127,27.28152,27.48545,27.69991,27.942859999999996,28.17284,28.3972,28.608990000000002,28.82317,29.04822,29.27975,29.506059999999998,29.72713,29.93621,30.124579999999998,30.330990000000003,30.52967,30.73582,30.93905,31.16092,31.37596,31.613709999999998,31.84726,Oceania
Panama,23.93532,24.07433,24.21856,24.35131,24.48199,24.62454,24.7683,24.88891,24.976879999999998,25.06508,25.16124,25.27732,25.41004,25.54823,25.68505,25.81543,25.9474,26.0799,26.23299,26.36973,26.49077,26.62322,26.762059999999998,26.9014,27.04305,27.19655,27.35146,27.51489,27.67758,North America
Papua New Guinea,20.80705,21.00101,21.1936,21.38178,21.56065,21.73765,21.925520000000002,22.11155,22.291439999999998,22.48028,22.66474,22.85041,23.03594,23.242910000000002,23.47046,23.6723,23.85023,24.02811,24.20867,24.38124,24.545070000000003,24.70155,24.85481,25.01155,25.15945,25.31338,25.457420000000003,25.61721,25.77189,Oceania
Paraguay,23.46275,23.57815,23.69374,23.79758,23.89237,23.9919,24.07129,24.143179999999997,24.20724,24.28721,24.357860000000002,24.424329999999998,24.490879999999997,24.56053,24.6437,24.72598,24.80799,24.88804,24.980079999999997,25.08229,25.176389999999998,25.27066,25.36778,25.45656,25.54307,25.62579,25.71255,25.80675,25.90523,South America
Peru,25.057879999999997,25.1177,25.16451,25.187739999999998,25.20174,25.22531,25.29168,25.36339,25.41964,25.44776,25.45898,25.471420000000002,25.48335,25.50167,25.534229999999997,25.57455,25.61391,25.66507,25.70172,25.74621,25.79287,25.82597,25.84887,25.87142,25.88448,25.904120000000002,25.927429999999998,25.95748,25.98511,South America
Philippines,21.18078,21.28621,21.38587,21.472579999999997,21.54787,21.60228,21.661820000000002,21.72591,21.80066,21.8919,21.99069,22.08278,22.17428,22.26101,22.355179999999997,22.44744,22.54578,22.63845,22.71136,22.78641,22.864420000000003,22.93359,23.002860000000002,23.0689,23.14503,23.22165,23.30013,23.3839,23.4671,Asia
Poland,25.88009,25.85546,25.814239999999998,25.7802,25.75254,25.72881,25.70964,25.69795,25.69049,25.680120000000002,25.64815,25.6038,25.576629999999998,25.56341,25.55038,25.5488,25.554920000000003,25.57273,25.59855,25.62858,25.670189999999998,25.70869,25.7373,25.76364,25.79344,25.82621,25.85715,25.89025,25.918870000000002,Europe
Portugal,24.78419,24.782120000000003,24.78337,24.78973,24.8023,24.84194,24.89655,24.9662,25.0458,25.12985,25.21658,25.30725,25.37963,25.44945,25.516170000000002,25.57105,25.636110000000002,25.68311,25.74672,25.80904,25.86444,25.91667,25.9666,26.00618,26.05069,26.08713,26.1155,26.14834,26.183020000000003,Europe
Puerto Rico,26.02124,26.13113,26.24195,26.356890000000003,26.47655,26.600790000000003,26.72358,26.857640000000004,26.99574,27.14045,27.284509999999997,27.435779999999998,27.5926,27.75471,27.920840000000002,28.099,28.275540000000003,28.453359999999996,28.632309999999997,28.819809999999997,28.99917,29.17427,29.33243,29.49601,29.65451,29.80552,29.955709999999996,30.08747,30.2212,North America
Qatar,27.180629999999997,27.216240000000003,27.232879999999998,27.21902,27.217470000000002,27.211409999999997,27.20205,27.206529999999997,27.22488,27.24717,27.27432,27.315070000000002,27.37081,27.436040000000002,27.50702,27.578540000000004,27.652659999999997,27.74898,27.857870000000002,27.97294,28.084740000000004,28.190140000000003,28.3007,28.41088,28.51772,28.61986,28.715490000000003,28.81813,28.912509999999997,Asia
Romania,25.38632,25.40756,25.417839999999998,25.42715,25.44407,25.43526,25.41629,25.38964,25.37012,25.33248,25.289460000000002,25.210079999999998,25.1172,25.04664,24.98689,24.95871,24.93579,24.9055,24.88515,24.8783,24.880570000000002,24.906579999999998,24.94229,24.986810000000002,25.03171,25.08256,25.14268,25.18177,25.22425,Europe
Russia,26.757040000000003,26.742459999999998,26.727859999999996,26.71326,26.693170000000002,26.674390000000002,26.65835,26.628690000000002,26.61804,26.609070000000003,26.60554,26.588729999999998,26.55925,26.527479999999997,26.48442,26.45395,26.427770000000002,26.42657,26.42721,26.44407,26.48493,26.550829999999998,26.628009999999996,26.71394,26.80514,26.90646,27.004590000000004,27.11021,27.21272,Europe
Rwanda,20.49853,20.59207,20.685,20.769070000000003,20.82125,20.87185,20.921210000000002,20.952560000000002,20.98155,21.0139,21.03124,21.066470000000002,21.10625,21.14709,21.12283,21.142979999999998,21.17848,21.21248,21.26197,21.322979999999998,21.39851,21.475279999999998,21.56031,21.64967,21.74596,21.843970000000002,21.91979,21.99589,22.07156,Africa
