Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Continent
Equatorial Guinea,21.0889,21.10687,21.120079999999998,21.13055,21.156670000000002,21.164720000000003,21.170189999999998,21.18436,21.19979,21.21889,21.24399,21.26717,21.2967,21.332079999999998,21.35662,21.4069,21.47658,21.61891,21.772270000000002,21.96034,22.148229999999998,22.37332,22.59892,22.81279,23.04308,23.25296,23.430770000000003,23.60238,23.7664,Africa
Eritrea,20.01453,20.04318,20.068189999999998,20.09359,20.11151,20.12814,20.14323,20.15587,20.17161,20.18797,20.20741,20.23979,20.28294,20.32333,20.388270000000002,20.45346,20.52008,20.58793,20.65244,20.706020000000002,20.73423,20.76801,20.79514,20.815379999999998,20.83535,20.85448,20.860870000000002,20.869229999999998,20.885089999999998,Africa
Estonia,24.68737,24.69421,24.70221,24.70975,24.71732,24.720670000000002,24.73069,24.74468,24.755879999999998,24.77373,24.79018,24.799,24.795270000000002,24.79123,24.79648,24.82701,24.880010000000002,24.94357,25.02112,25.12637,25.22421,25.337139999999998,25.45733,25.58138,25.71923,25.85257,25.98743,26.131439999999998,26.264459999999996,Europe
Ethiopia,19.47815,19.50485,19.52747,19.55625,19.57007,19.57426,19.58084,19.58116,19.5922,19.598110000000002,19.61111,19.61798,19.63097,19.64647,19.66306,19.68413,19.71305,19.7424,19.76632,19.79587,19.827679999999997,19.863570000000003,19.89855,19.92608,19.96905,20.02382,20.08834,20.16319,20.247,Africa
Fiji,22.28238,22.43676,22.57832,22.71827,22.86411,23.01144,23.15024,23.275660000000002,23.40989,23.53817,23.68988,23.83829,23.9823,24.138289999999998,24.28999,24.44879,24.61446,24.77189,24.93184,25.08671,25.238789999999998,25.39149,25.5515,25.71604,25.884629999999998,26.050420000000003,26.220809999999997,26.374740000000003,26.53078,Oceania
Finland,25.46078,25.4801,25.50321,25.52352,25.54429,25.56019,25.58275,25.611710000000002,25.64807,25.69802,25.7386,25.77032,25.800320000000003,25.82563,25.853089999999998,25.878770000000003,25.90909,25.946360000000002,25.989929999999998,26.03724,26.09098,26.15458,26.223359999999996,26.29856,26.379820000000002,26.464059999999996,26.550159999999998,26.64191,26.733390000000004,Europe
France,24.70702,24.735139999999998,24.761770000000002,24.78531,24.807479999999998,24.82895,24.85285,24.87929,24.90935,24.94199,24.97491,25.01122,25.05716,25.09455,25.13114,25.17051,25.20739,25.24361,25.28337,25.325870000000002,25.37416,25.42911,25.49014,25.54863,25.60759,25.66854,25.72756,25.790570000000002,25.853289999999998,Europe
French Polynesia,25.41759,25.60073,25.7889,25.97905,26.173560000000002,26.37292,26.582240000000002,26.793779999999998,27.010859999999997,27.21275,27.41426,27.626140000000003,27.84075,28.04665,28.241909999999997,28.44179,28.62167,28.8028,28.98991,29.181929999999998,29.37214,29.560109999999998,29.74904,29.937829999999998,30.123720000000002,30.3085,30.49157,30.67857,30.867520000000003,Oceania
Gabon,22.272170000000003,22.32139,22.37964,22.443929999999998,22.520770000000002,22.58744,22.64612,22.68952,22.74415,22.80386,22.85174,22.91242,22.97127,23.032610000000002,23.09335,23.15467,23.2281,23.305889999999998,23.38905,23.45478,23.5154,23.5732,23.62414,23.68267,23.745279999999998,23.8153,23.89335,23.98256,24.0762,Africa
Gambia,19.94139,19.970589999999998,20.001070000000002,20.03257,20.0646,20.08321,20.113529999999997,20.15348,20.19417,20.242739999999998,20.29888,20.35389,20.41435,20.48088,20.5363,20.585929999999998,20.63716,20.695829999999997,20.76738,20.84354,20.91996,21.00113,21.07306,21.1578,21.2523,21.34863,21.44274,21.543020000000002,21.65029,Africa
Georgia,24.617620000000002,24.66646,24.71051,24.76342,24.8093,24.85546,24.894560000000002,24.9333,24.97082,25.00293,25.02149,25.003770000000003,24.92825,24.82921,24.73249,24.65405,24.61017,24.59323,24.60131,24.61786,24.6554,24.71795,24.798370000000002,24.907610000000002,25.0226,25.15806,25.277079999999998,25.41457,25.54942,Asia
Germany,25.46227,25.50636,25.55565,25.59814,25.64293,25.69249,25.74425,25.79212,25.85154,25.91132,25.97675,26.05322,26.14012,26.208389999999998,26.27577,26.34132,26.4141,26.485390000000002,26.55047,26.61048,26.67425,26.72962,26.786179999999998,26.845809999999997,26.90287,26.96115,27.02184,27.0905,27.165090000000003,Europe
Ghana,21.01212,21.01867,21.01856,21.01256,21.045289999999998,21.07916,21.12201,21.16956,21.220879999999998,21.273979999999998,21.30206,21.36352,21.424020000000002,21.49269,21.56186,21.64113,21.73307,21.821089999999998,21.90907,21.99521,22.08191,22.16325,22.2469,22.32978,22.416439999999998,22.51645,22.6204,22.73069,22.842470000000002,Africa
Greece,24.80837,24.85004,24.88029,24.91068,24.94193,24.97295,24.99539,25.01424,25.06154,25.10876,25.14763,25.189220000000002,25.24259,25.28895,25.34534,25.384829999999997,25.430989999999998,25.484939999999998,25.53608,25.60453,25.66926,25.74295,25.820120000000003,25.900660000000002,25.993560000000002,26.07865,26.164939999999998,26.25289,26.33786,Europe
Greenland,24.46978,24.52714,24.572979999999998,24.62106,24.66469,24.69663,24.74168,24.781470000000002,24.83124,24.8881,24.93611,24.98535,25.02616,25.06717,25.11891,25.18005,25.23576,25.30131,25.3639,25.42475,25.49719,25.563860000000002,25.63414,25.70048,25.76241,25.83021,25.88646,25.94868,26.01359,North America
Grenada,23.27113,23.314629999999998,23.361829999999998,23.402479999999997,23.44967,23.50168,23.55609,23.622510000000002,23.68593,23.74835,23.81588,23.880110000000002,23.933670000000003,23.987920000000003,24.05428,24.11636,24.18421,24.24889,24.325,24.40094,24.480220000000003,24.55684,24.64323,24.73372,24.81219,24.906760000000002,24.987389999999998,25.08222,25.179879999999997,North America
Guatemala,23.18719,23.264979999999998,23.33675,23.399639999999998,23.46354,23.527260000000002,23.58663,23.645970000000002,23.7056,23.77519,23.84902,23.9222,23.993489999999998,24.06859,24.14395,24.2273,24.30849,24.39249,24.477970000000003,24.56244,24.64744,24.72662,24.80671,24.8839,24.960910000000002,25.04007,25.12426,25.209870000000002,25.29947,North America
Guinea,21.14949,21.1717,21.19272,21.2101,21.22866,21.24527,21.264689999999998,21.28652,21.30961,21.34284,21.38083,21.42148,21.47,21.52042,21.56541,21.61652,21.6695,21.722170000000002,21.781489999999998,21.84375,21.90431,21.96945,22.03964,22.11533,22.19452,22.27405,22.355620000000002,22.43725,22.52449,Africa
Guinea-Bissau,20.71293,20.72467,20.747429999999998,20.76258,20.78623,20.83811,20.89059,20.93714,20.98369,21.0406,21.0945,21.14396,21.17416,21.19819,21.238770000000002,21.28187,21.330479999999998,21.384610000000002,21.38489,21.39546,21.43209,21.4434,21.454720000000002,21.47358,21.4923,21.51679,21.54966,21.591089999999998,21.64338,Africa
Guyana,22.71432,22.73525,22.741629999999997,22.74203,22.73863,22.73909,22.743479999999998,22.75543,22.76465,22.76998,22.76845,22.77741,22.80459,22.84753,22.90881,22.97709,23.05076,23.12913,23.19851,23.270139999999998,23.34875,23.42045,23.46826,23.50962,23.54778,23.58721,23.61695,23.64781,23.68465,South America
Haiti,22.90655,22.93626,22.9583,22.974729999999997,22.98937,23.0032,23.01128,23.013360000000002,23.01286,23.011589999999998,23.01501,23.021910000000002,23.01622,23.01219,23.003729999999997,23.01138,23.02365,23.04808,23.08169,23.1246,23.173479999999998,23.2232,23.275779999999997,23.3296,23.38565,23.44359,23.50879,23.58323,23.66302,North America
